ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
300992.SZ,20241129,21.15,20.45,21.91,20.45,20.6,0.55,0.0267,5931927.0,126228244.32
300991.SZ,20241129,20.19,19.15,20.75,18.05,19.45,0.74,0.038,39797684.0,774820195.2
300990.SZ,20241129,37.32,33.1,38.97,32.78,33.09,4.23,0.1278,22498449.0,822204693.12
300989.SZ,20241129,14.38,13.95,14.78,13.35,13.96,0.42,0.0301,35714018.0,503481855.8
300988.SZ,20241129,19.23,18.39,19.36,17.78,18.46,0.77,0.0417,16273580.0,305089798.98
300987.SZ,20241129,16.73,15.77,17.03,15.28,15.63,1.1,0.0704,30508660.0,497583733.62
300986.SZ,20241129,12.56,12.3,13.01,11.95,12.32,0.24,0.0195,15152328.0,188722517.43
300985.SZ,20241129,19.53,19.5,19.98,19.01,19.37,0.16,0.0083,14603733.0,284260897.35
300984.SZ,20241129,26.68,24.45,26.68,23.95,24.5,2.18,0.089,3650592.0,92631650.48
300983.SZ,20241129,18.92,18.33,19.1,17.88,18.32,0.6,0.0328,4323661.0,80880105.22
300982.SZ,20241129,18.64,18.35,18.85,17.58,18.3,0.34,0.0186,14035222.0,257404796.84
300981.SZ,20241129,14.36,14.33,14.77,13.56,14.34,0.02,0.0014,48897476.0,696543262.15
300980.SZ,20241129,25.38,21.81,25.8,21.22,22.0,3.38,0.1536,35612969.0,839997276.97
300979.SZ,20241129,75.48,69.06,76.73,69.06,69.37,6.11,0.0881,17713819.0,1303802292.27
300978.SZ,20241129,11.76,11.7,11.88,11.16,11.5,0.26,0.0226,24897179.0,288968519.47
300977.SZ,20241129,19.86,19.88,20.24,18.2,20.23,-0.37,-0.0183,28486061.0,551987110.32
300976.SZ,20241129,59.55,58.61,60.17,55.91,58.64,0.91,0.0155,5472022.0,320009514.18
300975.SZ,20241129,12.62,12.04,12.78,11.45,12.08,0.54,0.0447,143141707.0,1746804976.99
300973.SZ,20241129,39.44,33.68,40.42,33.6,33.7,5.74,0.1703,13566466.0,502889205.99
300972.SZ,20241129,74.65,64.08,76.28,62.0,63.89,10.76,0.1684,14067406.0,957275225.27
300971.SZ,20241129,22.45,21.42,22.48,20.73,21.3,1.15,0.054,18671800.0,408066477.0
300970.SZ,20241129,13.8,12.93,13.86,12.75,12.91,0.89,0.0689,14703500.0,197251078.0
300969.SZ,20241129,84.7,82.19,86.83,77.0,83.02,1.68,0.0202,8683429.0,718443363.66
300968.SZ,20241129,18.04,18.4,18.81,17.23,18.58,-0.54,-0.0291,87884446.0,1586813157.1
300967.SZ,20241129,12.97,11.97,13.09,11.78,12.04,0.93,0.0772,28087693.0,354007169.79
300966.SZ,20241129,18.65,17.95,19.2,17.55,17.62,1.03,0.0585,12420922.0,227707534.4
300965.SZ,20241129,32.8,32.5,33.11,30.93,32.38,0.42,0.013,1523614.0,49121000.18
300964.SZ,20241129,39.16,38.17,40.5,37.0,37.6,1.56,0.0415,9840382.0,381443126.94
300963.SZ,20241129,9.48,9.33,9.85,8.9,9.46,0.02,0.0021,37296264.0,351247695.19
300962.SZ,20241129,16.43,16.46,16.6,15.61,16.61,-0.18,-0.0108,15232881.0,246877728.4
300961.SZ,20241129,10.78,10.4,11.28,10.0,10.43,0.35,0.0336,46260452.0,493863435.76
300960.SZ,20241129,22.96,22.21,23.24,21.3,21.99,0.97,0.0441,8868376.0,198645022.96
300959.SZ,20241129,37.34,38.22,39.0,34.25,38.18,-0.84,-0.022,23496477.0,857715312.25
300958.SZ,20241129,13.06,12.44,13.15,12.04,12.42,0.64,0.0515,19343120.0,245974572.25
300957.SZ,20241129,49.25,47.76,49.8,46.88,47.9,1.35,0.0282,17427923.0,842123810.19
300956.SZ,20241129,18.48,18.18,19.6,17.74,18.04,0.44,0.0244,45554498.0,850635253.92
300955.SZ,20241129,16.01,15.3,16.32,14.78,15.07,0.94,0.0624,6005258.0,94010411.47
300953.SZ,20241129,69.59,67.18,70.28,64.06,67.26,2.33,0.0346,7640768.0,514429451.46
300952.SZ,20241129,21.32,21.12,21.64,20.06,21.03,0.29,0.0138,10820305.0,227378401.55
300951.SZ,20241129,30.45,29.5,30.85,28.63,29.35,1.1,0.0375,10344521.0,308562990.57
300950.SZ,20241129,17.01,16.3,17.12,16.07,16.22,0.79,0.0487,11995959.0,200282345.33
300949.SZ,20241129,37.0,31.34,43.99,30.52,31.34,5.66,0.1806,26471376.0,991612971.86
300948.SZ,20241129,11.59,11.3,11.93,10.68,11.39,0.2,0.0176,35090264.0,400138172.01
300947.SZ,20241129,18.38,16.48,18.38,16.25,16.59,1.79,0.1079,25149924.0,440409907.99
300946.SZ,20241129,28.29,26.98,28.5,26.2,26.98,1.31,0.0486,4454530.0,122399610.57
300945.SZ,20241129,11.1,10.01,11.4,9.88,9.94,1.16,0.1167,85535105.0,922344457.06
300943.SZ,20241129,13.57,13.17,13.68,12.76,13.05,0.52,0.0398,17087890.0,227471264.3
300942.SZ,20241129,9.88,8.49,11.42,8.46,8.48,1.4,0.1651,138145449.0,1444156034.2
300941.SZ,20241129,22.31,21.03,23.0,19.61,21.95,0.36,0.0164,47933597.0,1028403783.32
300940.SZ,20241129,14.91,14.7,14.98,13.8,14.53,0.38,0.0262,26437223.0,383614687.35
300939.SZ,20241129,34.27,31.38,35.9,30.8,31.26,3.01,0.0963,43379332.0,1475609829.32
300938.SZ,20241129,22.45,21.44,22.75,20.88,21.23,1.22,0.0575,13552565.0,298497835.43
300937.SZ,20241129,31.25,27.76,33.87,24.3,27.5,3.75,0.1364,37948074.0,1130781686.26
300936.SZ,20241129,44.82,44.31,45.68,41.51,44.06,0.76,0.0172,8102130.0,354920171.52
300935.SZ,20241129,22.77,21.35,22.98,20.5,21.36,1.41,0.066,9737187.0,213148213.46
300933.SZ,20241129,7.16,6.85,7.2,6.63,6.83,0.33,0.0483,62059311.0,432498063.25
300932.SZ,20241129,14.76,14.85,15.4,14.42,14.78,-0.02,-0.0014,38538130.0,576664232.45
300931.SZ,20241129,7.24,6.88,7.38,6.66,6.75,0.49,0.0726,26787790.0,188071411.44
300930.SZ,20241129,27.35,28.18,28.9,25.58,28.48,-1.13,-0.0397,18932414.0,513067137.6
300929.SZ,20241129,9.85,9.43,9.91,9.1,9.36,0.49,0.0524,13017486.0,124814945.45
300928.SZ,20241129,35.43,35.05,36.08,33.75,35.03,0.4,0.0114,8709100.0,304734887.0
300927.SZ,20241129,19.26,18.43,19.78,17.71,18.38,0.88,0.0479,12498676.0,234407584.46
300926.SZ,20241129,21.46,21.48,21.68,20.51,21.13,0.33,0.0156,22085609.0,467886339.52
300925.SZ,20241129,24.38,24.58,25.04,22.19,24.34,0.04,0.0016,122402759.0,2897846321.27
300923.SZ,20241129,22.36,21.22,22.46,20.63,21.22,1.14,0.0537,7492600.0,162737076.0
300922.SZ,20241129,15.61,15.51,15.82,14.71,16.0,-0.39,-0.0244,33264054.0,513466660.36
300921.SZ,20241129,24.2,23.11,24.6,22.01,23.07,1.13,0.049,32225561.0,762057230.48
300920.SZ,20241129,19.26,18.53,19.8,17.88,18.57,0.69,0.0372,6543200.0,124784498.84
300919.SZ,20241129,39.98,39.67,41.15,38.43,39.35,0.63,0.016,42563375.0,1694222248.69
300918.SZ,20241129,11.83,10.98,12.24,10.71,10.93,0.9,0.0823,19951161.0,229626365.75
300917.SZ,20241129,59.43,55.5,61.5,53.2,56.3,3.13,0.0556,44743135.0,2561223019.41
300916.SZ,20241129,31.83,28.66,34.07,26.8,28.41,3.42,0.1204,33077951.0,1015982070.89
300915.SZ,20241129,35.0,30.83,35.53,30.61,30.82,4.18,0.1356,6971691.0,231792335.22
300913.SZ,20241129,32.25,32.51,32.51,30.5,32.08,0.17,0.0053,16080583.0,511341123.59
300912.SZ,20241129,13.2,12.79,13.29,12.22,12.71,0.49,0.0386,21437290.0,277224040.86
300911.SZ,20241129,31.66,26.26,31.79,26.21,26.25,5.41,0.2061,28556910.0,834231369.72
300910.SZ,20241129,43.95,45.0,46.4,42.21,45.25,-1.3,-0.0287,11175401.0,488911157.44
300909.SZ,20241129,29.12,24.22,30.66,23.91,24.22,4.9,0.2023,42693464.0,1166522126.65
300908.SZ,20241129,33.7,30.25,34.11,30.14,30.25,3.45,0.114,10956660.0,352454404.05
300907.SZ,20241129,23.8,22.67,24.49,22.28,22.64,1.16,0.0512,18567536.0,434925364.83
300906.SZ,20241129,26.0,23.32,26.88,22.45,23.22,2.78,0.1197,18505261.0,464257142.86
300905.SZ,20241129,31.52,28.13,33.33,28.0,28.35,3.17,0.1118,61674140.0,1922648084.48
300904.SZ,20241129,67.07,66.99,69.95,61.05,67.75,-0.68,-0.01,21517224.0,1399714881.93
300903.SZ,20241129,9.26,8.57,9.3,8.33,8.45,0.81,0.0959,93618757.0,831363489.33
300902.SZ,20241129,18.54,18.8,18.8,17.71,17.93,0.61,0.034,11743968.0,215711941.74
300901.SZ,20241129,13.57,12.41,13.96,12.35,12.52,1.05,0.0839,27238121.0,361369987.19
300900.SZ,20241129,22.94,21.64,23.48,20.95,21.6,1.34,0.062,42490058.0,945636964.87
300899.SZ,20241129,24.39,23.0,24.7,22.5,22.99,1.4,0.0609,11854637.0,281684317.82
300898.SZ,20241129,23.54,20.91,23.84,20.81,20.98,2.56,0.122,23176523.0,522796900.52
300897.SZ,20241129,23.93,21.86,24.99,21.66,21.79,2.14,0.0982,13260521.0,311282406.05
300896.SZ,20241129,211.9,204.56,215.0,198.88,204.57,7.33,0.0358,14081314.0,2906135934.94
300895.SZ,20241129,35.18,33.72,35.88,32.51,33.61,1.57,0.0467,23427204.0,803671874.45
300894.SZ,20241129,15.43,13.46,15.7,13.26,13.52,1.91,0.1413,80619493.0,1184230037.19
300893.SZ,20241129,29.71,30.29,30.71,28.64,29.92,-0.21,-0.007,6637612.0,196563304.87
300892.SZ,20241129,44.78,37.73,47.62,36.9,38.11,6.67,0.175,48231777.0,2031986103.85
300891.SZ,20241129,9.14,9.0,9.38,8.6,9.0,0.14,0.0156,28309437.0,255491131.22
300890.SZ,20241129,33.22,35.01,36.34,31.7,34.79,-1.57,-0.0451,48821539.0,1651886725.77
300889.SZ,20241129,15.49,13.8,15.77,13.8,13.86,1.63,0.1176,44892072.0,672581179.11
300888.SZ,20241129,34.97,33.99,35.77,33.44,33.9,1.07,0.0316,24682635.0,859151174.87
300887.SZ,20241129,9.24,10.1,10.2,8.96,9.9,-0.66,-0.0667,166184889.0,1574268442.97
300886.SZ,20241129,21.26,20.3,21.53,19.88,20.4,0.86,0.0422,6223150.0,129121454.6
300885.SZ,20241129,11.51,11.29,11.64,10.83,11.29,0.22,0.0195,25808753.0,292858257.92
300884.SZ,20241129,11.5,10.78,11.85,10.49,10.68,0.82,0.0768,66717416.0,756055583.2
300883.SZ,20241129,7.01,5.5,7.78,5.35,5.45,1.56,0.2862,198626822.0,1349394477.57
300882.SZ,20241129,16.85,15.45,17.41,15.0,15.21,1.64,0.1078,51199415.0,840634231.03
300881.SZ,20241129,32.7,31.35,32.93,30.71,31.33,1.37,0.0437,6981959.0,223437815.74
300880.SZ,20241129,23.86,22.5,24.88,21.94,22.5,1.36,0.0604,58379750.0,1395666798.68
300879.SZ,20241129,14.93,14.5,15.09,13.9,14.57,0.36,0.0247,29135114.0,425644086.28
300878.SZ,20241129,19.03,18.31,19.28,17.77,18.27,0.76,0.0416,16285136.0,304159697.02
300877.SZ,20241129,16.03,15.0,16.55,14.9,14.79,1.24,0.0838,12900146.0,203729803.77
300876.SZ,20241129,25.3,24.68,26.44,24.41,24.57,0.73,0.0297,9204047.0,232889084.58
300875.SZ,20241129,33.64,36.0,38.0,32.0,39.0,-5.36,-0.1374,38100553.0,1308237999.95
300873.SZ,20241129,18.53,16.99,18.57,16.8,16.94,1.59,0.0939,23764881.0,421942056.71
300872.SZ,20241129,16.24,14.97,16.46,14.52,14.83,1.41,0.0951,76819229.0,1189581922.22
300871.SZ,20241129,12.49,11.28,12.55,10.92,11.01,1.48,0.1344,16263239.0,190812017.32
300870.SZ,20241129,84.82,69.36,92.0,67.0,70.0,14.82,0.2117,31464280.0,2499933115.67
300869.SZ,20241129,15.57,15.21,15.69,14.84,15.12,0.45,0.0298,20542777.0,315757544.11
300868.SZ,20241129,29.23,29.2,30.38,27.59,29.46,-0.23,-0.0078,16729068.0,487675897.37
300867.SZ,20241129,14.28,13.74,14.46,13.26,13.66,0.62,0.0454,20845600.0,291698700.0
300866.SZ,20241129,82.01,80.51,84.11,78.78,80.53,1.48,0.0184,17541272.0,1426414687.82
300865.SZ,20241129,28.7,27.87,29.29,26.7,27.9,0.8,0.0287,9999273.0,282448468.17
300864.SZ,20241129,22.75,21.75,22.88,21.23,21.64,1.11,0.0513,5994467.0,133072655.69
300863.SZ,20241129,41.92,41.65,43.35,41.29,41.88,0.04,0.001,11720995.0,495735162.55
300862.SZ,20241129,29.93,29.99,31.18,28.7,30.05,-0.12,-0.004,23398673.0,703284518.84
300861.SZ,20241129,25.68,24.08,25.88,23.3,24.01,1.67,0.0696,27687378.0,687430299.02
300860.SZ,20241129,26.33,24.9,27.27,24.74,24.95,1.38,0.0553,26708146.0,696239752.38
300859.SZ,20241129,41.0,37.7,41.47,37.6,37.74,3.26,0.0864,25790497.0,1019716520.5
300858.SZ,20241129,16.47,14.8,16.76,14.76,14.8,1.67,0.1128,27915400.0,450128011.85
300857.SZ,20241129,91.13,86.06,92.8,78.82,85.25,5.88,0.069,54785021.0,4667869204.89
300856.SZ,20241129,26.26,25.7,26.44,24.95,25.68,0.58,0.0226,20533466.0,528618795.91
300855.SZ,20241129,23.91,23.85,24.25,22.53,23.83,0.08,0.0034,23597607.0,550792728.02
300854.SZ,20241129,13.74,13.09,13.94,12.69,13.09,0.65,0.0497,13727803.0,184344326.51
300853.SZ,20241129,18.19,17.8,18.36,16.52,18.01,0.18,0.01,26969229.0,474182367.35
300852.SZ,20241129,26.34,25.1,26.5,24.65,25.22,1.12,0.0444,8287600.0,212824125.12
300851.SZ,20241129,28.99,27.52,29.3,26.85,27.52,1.47,0.0534,5328092.0,150502341.5
300850.SZ,20241129,25.21,23.7,25.79,23.2,23.14,2.07,0.0895,36286317.0,887265222.32
300849.SZ,20241129,13.08,12.49,13.19,12.36,12.42,0.66,0.0531,14598621.0,188524475.78
300848.SZ,20241129,18.63,18.74,19.11,17.68,18.7,-0.07,-0.0037,15185831.0,281190192.01
300847.SZ,20241129,17.92,17.73,18.07,16.99,17.67,0.25,0.0141,26085961.0,460990352.48
300846.SZ,20241129,13.59,13.7,13.95,12.71,13.62,-0.03,-0.0022,124560381.0,1665274857.26
300845.SZ,20241129,14.64,13.65,14.77,13.31,13.6,1.04,0.0765,27186747.0,384879608.68
300844.SZ,20241129,39.88,33.49,42.5,32.76,33.59,6.29,0.1873,25488302.0,932342703.21
300843.SZ,20241129,28.6,29.06,29.76,27.75,29.05,-0.45,-0.0155,22600802.0,650264151.56
300842.SZ,20241129,49.91,45.84,50.16,45.03,46.4,3.51,0.0756,27663671.0,1325213077.37
300841.SZ,20241129,57.63,54.9,58.39,54.43,54.91,2.72,0.0495,11935739.0,672807146.29
300840.SZ,20241129,19.31,20.99,22.47,17.01,20.92,-1.61,-0.077,274404401.0,5275436661.16
300839.SZ,20241129,7.47,7.2,7.62,7.01,7.16,0.31,0.0433,24164941.0,178863595.19
300838.SZ,20241129,13.15,12.98,13.38,12.43,13.01,0.14,0.0108,10266100.0,133237728.0
300837.SZ,20241129,22.19,21.3,22.34,20.71,21.35,0.84,0.0393,4240933.0,92189651.8
300836.SZ,20241129,50.86,48.6,51.71,47.16,49.07,1.79,0.0365,4318180.0,213609808.3
300835.SZ,20241129,33.43,32.4,34.7,29.92,33.08,0.35,0.0106,33343149.0,1083453713.92
300834.SZ,20241129,21.1,20.17,21.18,20.08,20.17,0.93,0.0461,5759766.0,119496349.52
300833.SZ,20241129,47.48,46.5,51.99,43.99,45.32,2.16,0.0477,28432327.0,1344691614.72
300832.SZ,20241129,65.37,61.8,66.48,60.74,61.88,3.49,0.0564,24020452.0,1528031881.46
300831.SZ,20241129,15.47,15.65,15.85,14.7,15.46,0.01,0.0006,48689574.0,748440360.75
300830.SZ,20241129,8.79,7.98,9.49,7.64,7.82,0.97,0.124,116011181.0,982669812.49
300829.SZ,20241129,17.23,15.98,17.43,15.7,15.97,1.26,0.0789,11836106.0,197430069.73
300828.SZ,20241129,14.35,13.65,14.42,13.3,13.58,0.77,0.0567,18235150.0,255769076.5
300827.SZ,20241129,49.17,46.27,50.49,42.93,46.3,2.87,0.062,44655226.0,2085110003.86
300826.SZ,20241129,18.36,16.85,18.6,15.95,16.85,1.51,0.0896,35193242.0,620339573.86
300825.SZ,20241129,12.3,12.5,12.84,11.35,12.51,-0.21,-0.0168,141833220.0,1714928417.36
300824.SZ,20241129,9.44,9.3,9.76,8.75,9.42,0.02,0.0021,42481671.0,393612137.4
300823.SZ,20241129,14.18,14.79,15.04,13.31,14.78,-0.6,-0.0406,29965131.0,422803159.08
300822.SZ,20241129,34.2,22.0,36.63,20.6,18.98,15.22,0.8019,260497382.0,7336584506.93
300821.SZ,20241129,8.41,8.45,8.65,8.02,8.5,-0.09,-0.0106,49078865.0,410477648.42
300820.SZ,20241129,60.1,56.11,61.48,53.77,56.22,3.88,0.069,20173241.0,1157997101.86
300819.SZ,20241129,14.39,13.16,15.24,12.9,13.18,1.21,0.0918,22240464.0,312772634.89
300818.SZ,20241129,28.72,27.87,29.08,27.13,28.0,0.72,0.0257,6268612.0,178151849.6
300817.SZ,20241129,15.4,13.35,16.36,13.05,13.22,2.18,0.1649,51146939.0,744031395.82
300816.SZ,20241129,24.0,23.43,24.23,22.6,23.13,0.87,0.0376,5846370.0,138252652.8
300815.SZ,20241129,15.56,15.56,15.86,14.8,15.57,-0.01,-0.0006,24547083.0,378412843.53
300814.SZ,20241129,30.35,29.96,30.95,28.84,29.66,0.69,0.0233,11951919.0,359219224.9
300813.SZ,20241129,20.48,21.09,21.56,19.78,21.03,-0.55,-0.0262,13840672.0,284517755.23
300812.SZ,20241129,25.38,25.22,26.45,23.8,24.8,0.58,0.0234,25786260.0,648650766.0
300811.SZ,20241129,49.13,47.64,49.86,45.84,47.65,1.48,0.0311,25039539.0,1198672987.61
300810.SZ,20241129,21.41,20.54,21.53,19.91,20.54,0.87,0.0424,9384050.0,195975613.5
300809.SZ,20241129,26.78,23.5,27.1,23.05,23.35,3.43,0.1469,55574851.0,1429370644.31
300808.SZ,20241129,27.0,25.52,27.0,23.65,25.4,1.6,0.063,16567840.0,422910646.2
300807.SZ,20241129,34.31,35.1,35.94,32.2,34.65,-0.34,-0.0098,14081300.0,476447069.38
300806.SZ,20241129,14.27,12.69,14.49,12.5,12.56,1.71,0.1361,57127601.0,773090750.4
300805.SZ,20241129,9.79,9.12,10.68,8.7,9.07,0.72,0.0794,132295776.0,1286176052.92
300804.SZ,20241129,25.45,24.5,25.77,23.83,24.66,0.79,0.032,4202809.0,105074438.84
300803.SZ,20241129,99.7,89.5,107.44,86.9,90.75,8.95,0.0986,124644106.0,11730840755.76
300802.SZ,20241129,18.55,17.6,18.67,16.81,17.76,0.79,0.0445,26345210.0,471238696.37
300801.SZ,20241129,18.05,19.32,20.1,17.3,19.6,-1.55,-0.0791,43278096.0,801107650.32
300800.SZ,20241129,11.4,10.9,11.56,10.49,10.75,0.65,0.0605,16025661.0,178098554.23
300798.SZ,20241129,6.55,7.1,7.21,6.17,7.22,-0.67,-0.0928,84172456.0,557703845.65
300797.SZ,20241129,12.88,12.44,12.92,11.96,12.39,0.49,0.0395,21576326.0,271494112.9
300796.SZ,20241129,10.55,10.52,10.89,10.14,10.54,0.01,0.0009,37433048.0,392637208.24
300795.SZ,20241129,17.73,16.84,18.36,16.77,16.84,0.89,0.0529,13985013.0,246597323.84
300793.SZ,20241129,17.68,17.23,17.96,15.65,17.02,0.66,0.0388,144778692.0,2468107864.69
300792.SZ,20241129,23.55,21.97,24.47,20.9,21.42,2.13,0.0994,87316355.0,1997209231.72
300791.SZ,20241129,27.75,25.76,28.4,25.5,25.7,2.05,0.0798,12515929.0,337655827.96
300790.SZ,20241129,16.57,16.02,16.79,15.51,16.02,0.55,0.0343,54859971.0,885681133.37
300789.SZ,20241129,16.4,15.53,16.7,15.08,15.39,1.01,0.0656,14321774.0,228650502.73
300788.SZ,20241129,34.35,30.85,38.72,29.5,30.77,3.58,0.1163,95535523.0,3338614329.2
300787.SZ,20241129,13.6,14.0,14.19,13.0,14.11,-0.51,-0.0361,37585460.0,510970726.18
300786.SZ,20241129,15.15,15.41,15.76,14.18,14.9,0.25,0.0168,37315224.0,560453242.88
300785.SZ,20241129,30.98,31.05,32.0,27.79,31.0,-0.02,-0.0006,103669930.0,3144293852.89
300784.SZ,20241129,67.68,61.15,73.29,60.68,61.89,5.79,0.0936,18455113.0,1268175957.4
300783.SZ,20241129,31.93,27.95,32.85,27.51,28.01,3.92,0.14,62982885.0,1889554015.82
300782.SZ,20241129,92.78,92.66,94.66,89.0,92.78,0.0,0.0,40319926.0,3697784402.58
300781.SZ,20241129,67.22,64.75,71.68,61.35,63.9,3.32,0.052,49038513.0,3252573934.12
300780.SZ,20241129,18.57,19.2,20.88,17.3,19.02,-0.45,-0.0237,86288833.0,1629815776.67
300779.SZ,20241129,90.99,86.91,91.23,79.3,86.9,4.09,0.0471,16136306.0,1391809734.17
300778.SZ,20241129,12.66,11.89,12.98,11.37,11.75,0.91,0.0774,31872422.0,390448279.94
300777.SZ,20241129,27.13,27.35,27.74,26.08,27.35,-0.22,-0.008,37822191.0,1021640757.4
300776.SZ,20241129,75.83,70.4,76.85,69.61,71.14,4.69,0.0659,19874987.0,1450398869.21
300775.SZ,20241129,24.83,24.8,25.1,23.66,25.16,-0.33,-0.0131,57121321.0,1398748978.29
300774.SZ,20241129,9.25,8.92,9.32,8.67,8.99,0.26,0.0289,17173773.0,155701354.45
300773.SZ,20241129,20.84,19.5,21.19,18.68,19.52,1.32,0.0676,136329598.0,2719958387.5
300772.SZ,20241129,15.21,12.83,15.64,12.83,12.34,2.87,0.2326,152466580.0,2184303376.03
300771.SZ,20241129,11.72,11.01,12.44,10.68,11.04,0.68,0.0616,59502002.0,688578397.86
300770.SZ,20241129,41.85,42.3,42.79,39.48,42.08,-0.23,-0.0055,18578219.0,769620001.16
300769.SZ,20241129,48.57,42.93,51.42,40.82,42.98,5.59,0.1301,145606083.0,6771855281.81
300768.SZ,20241129,18.88,18.54,19.56,17.99,18.5,0.38,0.0205,41348355.0,778141569.68
300767.SZ,20241129,11.09,10.58,11.18,10.19,10.55,0.54,0.0512,28390806.0,305183777.32
300766.SZ,20241129,15.49,15.18,16.24,14.11,14.82,0.67,0.0452,126926430.0,1913930099.94
300765.SZ,20241129,28.51,27.44,29.71,26.28,27.26,1.25,0.0459,51767221.0,1462317960.36
300763.SZ,20241129,67.86,66.44,69.1,65.02,66.69,1.17,0.0175,32280333.0,2169274496.24
300762.SZ,20241129,23.67,25.58,26.22,22.68,25.44,-1.77,-0.0696,300499359.0,7214077619.53
300761.SZ,20241129,20.71,19.88,20.81,19.63,19.85,0.86,0.0433,25163286.0,510144762.51
300760.SZ,20241129,260.49,265.93,270.0,258.3,263.31,-2.82,-0.0107,29131484.0,7681368371.09
300759.SZ,20241129,27.51,26.75,28.05,26.02,26.72,0.79,0.0296,111494407.0,3015725407.43
300758.SZ,20241129,13.38,12.4,13.73,12.31,12.4,0.98,0.079,53308171.0,687766557.14
300757.SZ,20241129,187.63,190.9,196.7,178.0,195.49,-7.86,-0.0402,30909025.0,5773093009.69
300756.SZ,20241129,16.61,14.85,17.28,14.85,14.77,1.84,0.1246,37186775.0,613832157.65
300755.SZ,20241129,18.7,17.11,19.15,16.98,16.97,1.73,0.1019,47568178.0,864829148.75
300753.SZ,20241129,14.66,13.83,15.18,13.81,13.73,0.93,0.0677,21770514.0,313825458.84
300752.SZ,20241129,20.02,19.21,20.11,17.5,19.2,0.82,0.0427,48367936.0,918414059.51
300751.SZ,20241129,123.4,124.98,128.51,118.0,126.09,-2.69,-0.0213,12850485.0,1583682034.07
300750.SZ,20241129,261.24,263.06,267.99,251.23,259.1,2.14,0.0083,134722011.0,34954016948.75
300749.SZ,20241129,7.08,6.65,7.19,6.54,6.59,0.49,0.0744,32979271.0,227240019.34
300748.SZ,20241129,19.86,20.2,22.05,18.55,21.09,-1.23,-0.0583,265002229.0,5323204802.87
300747.SZ,20241129,20.79,20.33,21.06,19.41,20.32,0.47,0.0231,51528355.0,1046868650.2
300746.SZ,20241129,14.36,13.51,14.61,13.07,13.46,0.9,0.0669,33092259.0,461507339.25
300745.SZ,20241129,17.7,17.61,18.43,16.86,17.5,0.2,0.0114,16515670.0,290991232.58
300743.SZ,20241129,16.42,15.65,16.63,15.02,15.61,0.81,0.0519,19790320.0,314973527.99
300741.SZ,20241129,18.19,17.32,18.33,16.96,17.33,0.86,0.0496,8635961.0,152695305.87
300740.SZ,20241129,13.36,12.31,13.8,12.05,12.3,1.06,0.0862,38193356.0,493744008.71
300739.SZ,20241129,14.34,13.71,14.51,13.23,13.72,0.62,0.0452,28211194.0,393519775.91
300738.SZ,20241129,12.98,12.75,13.2,11.8,12.61,0.37,0.0293,257542769.0,3233165489.62
300737.SZ,20241129,5.47,5.16,5.54,5.11,5.18,0.29,0.056,70977586.0,378221349.46
300736.SZ,20241129,11.72,11.37,12.92,10.51,11.43,0.29,0.0254,113071103.0,1313332360.16
300735.SZ,20241129,31.69,34.77,38.35,30.25,34.58,-2.89,-0.0836,274163458.0,9095267324.91
300733.SZ,20241129,11.54,11.45,11.7,10.76,11.36,0.18,0.0158,22105200.0,251419926.6
300732.SZ,20241129,7.82,7.6,7.88,7.16,7.52,0.3,0.0399,47542956.0,360741549.82
300731.SZ,20241129,20.55,20.5,21.28,19.2,20.26,0.29,0.0143,25385397.0,514620318.23
300730.SZ,20241129,13.9,13.4,14.24,12.4,13.03,0.87,0.0668,53836350.0,724115557.5
300729.SZ,20241129,17.33,16.48,18.15,16.48,16.7,0.63,0.0377,84491438.0,1476878220.25
300727.SZ,20241129,26.64,26.39,27.19,25.46,26.38,0.26,0.0099,7915878.0,209354343.1
300726.SZ,20241129,32.6,30.31,34.5,29.63,30.2,2.4,0.0795,32552471.0,1037844283.72
300725.SZ,20241129,35.55,34.95,35.85,33.84,34.39,1.16,0.0337,21410905.0,747417870.04
300724.SZ,20241129,70.67,67.47,71.8,66.44,67.47,3.2,0.0474,49704195.0,3427302450.39
300723.SZ,20241129,18.74,16.48,20.34,16.48,16.47,2.27,0.1378,113632927.0,2169800772.61
300722.SZ,20241129,28.88,28.94,29.53,27.57,29.52,-0.64,-0.0217,31234074.0,894485457.22
300721.SZ,20241129,14.3,14.2,14.66,13.47,14.05,0.25,0.0178,20492394.0,290247261.1
300720.SZ,20241129,19.0,17.7,19.3,17.02,17.8,1.2,0.0674,27775460.0,511938268.89
300719.SZ,20241129,19.58,19.35,19.82,18.34,19.42,0.16,0.0082,42054450.0,809430648.78
300718.SZ,20241129,18.27,17.88,18.49,16.91,17.81,0.46,0.0258,32964306.0,583776520.35
300717.SZ,20241129,16.04,15.3,16.15,14.95,15.34,0.7,0.0456,8388341.0,131591397.67
300716.SZ,20241129,15.95,12.67,17.56,12.6,12.47,3.48,0.2791,86125110.0,1307462228.83
300715.SZ,20241129,7.49,7.23,7.57,7.04,7.21,0.28,0.0388,11963313.0,88002828.09
300713.SZ,20241129,17.25,18.68,18.75,16.65,19.02,-1.77,-0.0931,49127478.0,866176678.33
300712.SZ,20241129,26.35,26.07,26.8,24.5,26.5,-0.15,-0.0057,17895918.0,466202092.02
300711.SZ,20241129,25.7,19.58,28.98,18.73,19.05,6.65,0.3491,164231299.0,4057061886.31
